CTV3ID,CTV3PreferredTermDesc,CTV3Source
13B1.,Diabetic diet,High_Level_SNOMED
1434,H/O: diabetes mellitus,High_Level_SNOMED
14P3.,H/O: insulin therapy,CTV3Map_Code_And_Term
42W1.,Hb. A1C < 7% - good control,CTV3_Children
42W2.,Hb. A1C 7-10% - borderline,CTV3_Children
42W3.,Hb. A1C > 10% - bad control,CTV3_Children
42WZ.,Hb. A1C - diabetic control NOS,CTV3Map_Code_And_Term
42c0.,HbA1 less than 7% - good control,CTV3_Children
42c1.,HbA1 7-10% - borderline control,CTV3_Children
44V3.,Glucose tol. test diabetic,High_Level_SNOMED
66A3.,Diabetic on diet only,CTV3Map_Code_And_Term
66A4.,Diabetic on oral treatment,CTV3Map_Code_And_Term
66A5.,Diabetic on insulin,CTV3Map_Code_And_Term
66A6.,Last hypoglycaemia attack,High_Level_SNOMED
66A8.,Has seen dietitian - diabetes,High_Level_SNOMED
66A9.,Understands diet - diabetes,High_Level_SNOMED
66AA.,Injection sites (& diabetic),High_Level_SNOMED
66AG.,Diabetic drug side effects,CTV3Map_Code_And_Term
66AH.,Diabetic treatment changed,CTV3Map_Code_And_Term
66AH0,Conversion to insulin,CTV3Map_Code_And_Term
66AI.,Diabetic - good control,CTV3Map_Code_And_Term
66AJ.,Diabetic - poor control (& unstable),CTV3_Children
66AJ0,Chronic hyperglycaemia,CTV3_Children
66AJ1,[Brittle] and/or [labile diabetes],CTV3_Children
66AJ2,Loss of hypoglycaemic warning,QOF
66AJ3,Recurrent severe hypos,CTV3_Children
66AJz,Diabetic - poor control NOS,CTV3Map_Code_And_Term
66AK.,Diabetic - cooperative patient,CTV3Map_Code_And_Term
66AL.,Diabetic-uncooperative patient,CTV3Map_Code_And_Term
66AM.,Diabetic - follow-up default,CTV3Map_Code_And_Term
66AN.,Date diabetic treatment start,CTV3Map_Code_And_Term
66AP.,Diabetes: practice programme,CTV3Map_Code_And_Term
66AQ.,Diabetes: shared care programme,CTV3Map_Code_And_Term
66AR.,Diabetes management plan given,CTV3Map_Code_And_Term
66AS.,Diabetic annual review,CTV3Map_Code_And_Term
66AT.,Annual diabetic blood test,CTV3Map_Code_And_Term
7L100,Continuous subcutaneous infusion of insulin,CTV3Map_Code_And_Term
8A12.,Diabetic crisis monitoring,CTV3Map_Code_And_Term
8A13.,Diabetic stabilisation,CTV3Map_Code_And_Term
8CA41,Patient advised about diabetic diet,High_Level_SNOMED
8H2J.,Admit diabetic emergency,CTV3Map_Code_And_Term
8H3O.,Non-urgent diabetic admission,CTV3Map_Code_And_Term
8H7C.,"Refer, diabetic liaison nurse",High_Level_SNOMED
8HKE.,Diabetology domiciliary visit requested,CTV3Map_Code_And_Term
8HLE.,Diabetology D.V. done,CTV3Map_Code_And_Term
8HME.,Listed for Diabetology admissn,CTV3Map_Code_And_Term
9NM0.,Attending diabetes clinic,High_Level_SNOMED
9OL..,Diabetes administration: [monitoring] or [clinic],High_Level_SNOMED
9OL1.,Attends diabetes monitoring,High_Level_SNOMED
9OL2.,Refuses diabetes monitoring,High_Level_SNOMED
9OL3.,Diabetes monitoring default,High_Level_SNOMED
9OL4.,Diabetes monitoring first letter,QOF
9OL5.,Diabetes monitoring second letter,QOF
9OL6.,Diabetes monitoring third letter,QOF
9OL7.,Diabetes monitoring verbal invite,QOF
9OL8.,Diabetes monitoring telephone invite,QOF
9OL9.,Diabetes monitoring deleted,High_Level_SNOMED
9OLA.,Diabetes monitored (& check done),High_Level_SNOMED
9OLZ.,Diabetes monitoring admin.NOS,High_Level_SNOMED
C10..,Diabetes mellitus,CTV3Map_Code_And_Term
C100.,Diabetes mellitus with no mention of complication,CTV3Map_Code_And_Term
C1000,"Diabetes mellit: [juv type, no mention compl] or [insul dep]",CTV3_Children
C1001,"Diab mell: [adult ons, no ment comp][mat onset][non-ins dep]",CTV3_Children
C100z,Diabetes mellitus NOS with no mention of complication,CTV3Map_Code_And_Term
C101.,Diabetic ketoacidosis,CTV3Map_Code_And_Term
C1010,Type 1 diabetes mellitus with ketoacidosis,CTV3Map_Code_And_Term
C1011,Type 2 diabetes mellitus with ketoacidosis,CTV3Map_Code_And_Term
C101y,Other specified diabetes mellitus with ketoacidosis,CTV3Map_Code_And_Term
C101z,Diabetes mellitus NOS with ketoacidosis,CTV3Map_Code_And_Term
C102.,Diabetes mellitus with hyperosmolar coma,CTV3Map_Code_And_Term
C1020,"Diabetes mellitus, juvenile type, with hyperosmolar coma",CTV3Map_Code_And_Term
C1021,"Diabetes mellitus, adult onset, with hyperosmolar coma",CTV3Map_Code_And_Term
C102z,Diabetes mellitus NOS with hyperosmolar coma,CTV3Map_Code_And_Term
C103.,Diabetes mellitus with ketoacidotic coma,CTV3Map_Code_And_Term
C1030,Type 1 diabetes mellitus with ketoacidotic coma,CTV3Map_Code_And_Term
C1031,Type II diabetes mellitus with ketoacidotic coma,CTV3Map_Code_And_Term
C103y,Other specified diabetes mellitus with coma,CTV3Map_Code_And_Term
C103z,Diabetes mellitus NOS with ketoacidotic coma,CTV3Map_Code_And_Term
C104.,Diabetes mellitus: [with renal manifestatn] or [nephropathy],CTV3_Children
C1040,"Diabetes mellitus, juvenile type, with renal manifestation",CTV3Map_Code_And_Term
C1041,"Diabetes mellitus, adult onset, with renal manifestation",CTV3Map_Code_And_Term
C104y,Other specified diabetes mellitus with renal complications,CTV3Map_Code_And_Term
C104z,Diabetes mellitus with nephropathy NOS,CTV3Map_Code_And_Term
C105.,Diabetes mellitus with ophthalmic manifestation,CTV3Map_Code_And_Term
C1050,"Diabetes mellitus, juvenile type, + ophthalmic manifestation",CTV3Map_Code_And_Term
C1051,"Diabetes mellitus, adult onset, + ophthalmic manifestation",CTV3Map_Code_And_Term
C105y,Other specified diabetes mellitus with ophthalmic complicatn,CTV3Map_Code_And_Term
C105z,Diabetes mellitus NOS with ophthalmic manifestation,CTV3Map_Code_And_Term
C106.,Diab mell + neuro manif: (& [amyotroph][neurop][polyneurop]),QOF
C1060,"Diabetes mellitus, juvenile, + neurological manifestation",CTV3Map_Code_And_Term
C1061,"Diabetes mellitus, adult onset, + neurological manifestation",CTV3Map_Code_And_Term
C106y,Other specified diabetes mellitus with neurological comps,CTV3Map_Code_And_Term
C106z,Diabetes mellitus NOS with neurological manifestation,CTV3Map_Code_And_Term
C107.,Diabetes mellitus with: [gangrene] or [periph circul disord],CTV3_Children
C1070,"Diabetes mellitus, juvenile +peripheral circulatory disorder",CTV3Map_Code_And_Term
C1071,"Diabetes mellitus, adult, + peripheral circulatory disorder",CTV3Map_Code_And_Term
C1072,"Diabetes mellitus, adult with gangrene",CTV3Map_Code_And_Term
C1073,IDDM with peripheral circulatory disorder,CTV3Map_Code_And_Term
C1074,NIDDM with peripheral circulatory disorder,CTV3Map_Code_And_Term
C107y,Other specified diabetes mellitus with periph circ comps,CTV3Map_Code_And_Term
C107z,Diabetes mellitus NOS with peripheral circulatory disorder,CTV3Map_Code_And_Term
C1080,Type I diabetes mellitus with renal complications,CTV3Map_Code_And_Term
C1081,Type I diabetes mellitus with ophthalmic complications,CTV3Map_Code_And_Term
C1082,Type I diabetes mellitus with neurological complications,CTV3Map_Code_And_Term
C1083,Type I diabetes mellitus with multiple complications,CTV3Map_Code_And_Term
C1085,Type I diabetes mellitus with ulcer,CTV3Map_Code_And_Term
C1086,Type I diabetes mellitus with gangrene,CTV3Map_Code_And_Term
C1087,Type I diabetes mellitus with retinopathy,CTV3Map_Code_And_Term
C1088,Type I diabetes mellitus - poor control,CTV3Map_Code_And_Term
C1089,Type I diabetes mellitus maturity onset,CTV3Map_Code_And_Term
C108y,Other specified diabetes mellitus with multiple comps,CTV3Map_Code_And_Term
C108z,Unspecified diabetes mellitus with multiple complications,CTV3Map_Code_And_Term
C109.,Type II diabetes mellitus,CTV3_Children
C1090,Type II diabetes mellitus with renal complications,CTV3Map_Code_And_Term
C1091,Type II diabetes mellitus with ophthalmic complications,CTV3Map_Code_And_Term
C1092,Type II diabetes mellitus with neurological complications,CTV3Map_Code_And_Term
C1093,Type II diabetes mellitus with multiple complications,CTV3Map_Code_And_Term
C1094,Type II diabetes mellitus with ulcer,CTV3Map_Code_And_Term
C1095,Type II diabetes mellitus with gangrene,CTV3Map_Code_And_Term
C1096,Type II diabetes mellitus with retinopathy,CTV3Map_Code_And_Term
C1097,Type II diabetes mellitus - poor control,CTV3Map_Code_And_Term
