CTV3ID,CTV3PreferredTermDesc,CTV3Source
14B4.,H/O: asthma,High_Level_SNOMED
173A.,Exercise-induced asthma,CTV3Map_Code_And_Term
173A.,Exercise-induced asthma,CTV3Map_Code_Only
173A.,Exercise-induced asthma,QOF
663N.,Asthma disturbing sleep,CTV3Map_Code_And_Term
663N.,Asthma disturbing sleep,QOF
663N0,Asthma causing night waking,CTV3Map_Code_And_Term
663N0,Asthma causing night waking,QOF
663N1,Asthma disturbs sleep weekly,CTV3Map_Code_And_Term
663N1,Asthma disturbs sleep weekly,QOF
663N2,Asthma disturbs sleep frequently,CTV3Map_Code_And_Term
663N2,Asthma disturbs sleep frequently,QOF
663O.,Asthma not disturbing sleep,QOF
663O0,Asthma never disturbs sleep,CTV3Map_Code_And_Term
663O0,Asthma never disturbs sleep,QOF
663P.,Asthma limiting activities,CTV3Map_Code_And_Term
663P.,Asthma limiting activities,QOF
663Q.,Asthma not limiting activities,QOF
663U.,Asthma management plan given,CTV3Map_Code_And_Term
663V.,Asthma severity,CTV3Map_Code_And_Term
663V0,Occasional asthma,CTV3Map_Code_And_Term
663V0,Occasional asthma,QOF
663V1,Mild asthma,CTV3Map_Code_And_Term
663V1,Mild asthma,QOF
663V2,Moderate asthma,CTV3Map_Code_And_Term
663V2,Moderate asthma,QOF
663V3,Severe asthma,CTV3Map_Code_And_Term
663V3,Severe asthma,QOF
663W.,Asthma prophylactic medication used,CTV3_Children
663d.,Emergency asthma admission since last appointment,CTV3Map_Code_And_Term
663e.,Asthma restricts exercise,CTV3Map_Code_And_Term
663e.,Asthma restricts exercise,QOF
663e0,Asthma sometimes restricts exercise,CTV3Map_Code_And_Term
663e0,Asthma sometimes restricts exercise,QOF
663e1,Asthma severely restricts exercise,CTV3Map_Code_And_Term
663e1,Asthma severely restricts exercise,QOF
663f.,Asthma never restricts exercise,CTV3Map_Code_And_Term
663f.,Asthma never restricts exercise,QOF
679J.,Health education - asthma,High_Level_SNOMED
8791.,Further asthma - drug prevention,CTV3Map_Code_And_Term
8793.,Asthma control step 0,High_Level_SNOMED
8794.,Asthma control step 1,CTV3Map_Code_And_Term
8795.,Asthma control step 2,CTV3Map_Code_And_Term
8796.,Asthma control step 3,CTV3Map_Code_And_Term
8797.,Asthma control step 4,CTV3Map_Code_And_Term
