CTV3ID,CTV3PreferredTermDesc,CTV3Source
14A2.,H/O: hypertension,CTV3Map_Code_And_Term
21261,Hypertension resolved,QOF
2466.,O/E - BP reading raised,QOF
2467.,O/E - BP reading very high,QOF
662..,Cardiac disease monitoring (& [hypertension]),CTV3_Children
6627.,Good hypertension control,CTV3Map_Code_And_Term
6628.,Poor hypertension control,CTV3Map_Code_And_Term
6629.,Hypertension:follow-up default,CTV3Map_Code_And_Term
662F.,Hypertension treatm. started,CTV3Map_Code_And_Term
662G.,Hypertensive treatm.changed,CTV3Map_Code_And_Term
662H.,Hypertension treatm.stopped,CTV3Map_Code_And_Term
662O.,On treatment for hypertension,CTV3_Children
662P.,Hypertension monitoring,CTV3_Children
8HT5.,Referral to hypertension clinic,CTV3Map_Code_And_Term
9N03.,Seen in hypertension clinic,High_Level_SNOMED
9N1y2,Seen in hypertension clinic,CTV3Map_Code_And_Term
9OI..,Hypertension admin: [monitoring] or [clinic],High_Level_SNOMED
9OI1.,Attends hypertension monitoring,CTV3Map_Code_And_Term
9OI3.,Hypertension monitoring offer default,CTV3Map_Code_And_Term
9OI4.,Hypertension monitoring first letter,CTV3Map_Code_And_Term
9OI4.,Hypertension monitoring first letter,QOF
9OI5.,Hypertension monitoring second letter,CTV3Map_Code_And_Term
9OI5.,Hypertension monitoring second letter,QOF
9OI6.,Hypertension monitoring third letter,CTV3Map_Code_And_Term
9OI6.,Hypertension monitoring third letter,QOF
9OI7.,Hypertension monitoring verbal invite,CTV3Map_Code_And_Term
9OI7.,Hypertension monitoring verbal invite,QOF
9OI8.,Hypertension monitoring telephone invite,CTV3Map_Code_And_Term
9OI8.,Hypertension monitoring telephone invite,QOF
9OIA.,Hypertension monitor (& check done),High_Level_SNOMED
9OIZ.,Hypertens.monitoring admin.NOS,CTV3Map_Code_And_Term
F4211,Hypertensive retinopathy,CTV3Map_Code_And_Term
G2...,Hypertensive disease,CTV3Map_Code_And_Term
G2...,Hypertensive disease,CTV3Map_Code_Only
G2...,Hypertensive disease,QOF
G20..,High blood pressure (& [essential hypertension]),CTV3_Children
G20..,High blood pressure (& [essential hypertension]),QOF
G200.,Malignant essential hypertension,CTV3Map_Code_And_Term
G200.,Malignant essential hypertension,QOF
G201.,Benign essential hypertension,CTV3Map_Code_And_Term
G201.,Benign essential hypertension,QOF
G202.,Systolic hypertension,CTV3Map_Code_And_Term
G202.,Systolic hypertension,QOF
G20z.,Hypertension NOS (& [essential]),CTV3_Children
G20z.,Hypertension NOS (& [essential]),QOF
G21..,Hypertensive heart disease,CTV3Map_Code_And_Term
G21..,Hypertensive heart disease,QOF
G210.,Malignant hypertensive heart disease,CTV3Map_Code_And_Term
G210.,Malignant hypertensive heart disease,QOF
G2100,Malignant hypertensive heart disease without CCF,CTV3Map_Code_And_Term
G2100,Malignant hypertensive heart disease without CCF,QOF
G2101,Malignant hypertensive heart disease with CCF,CTV3Map_Code_And_Term
G2101,Malignant hypertensive heart disease with CCF,QOF
G210z,Malignant hypertensive heart disease NOS,CTV3Map_Code_And_Term
G210z,Malignant hypertensive heart disease NOS,QOF
G211.,Benign hypertensive heart disease,CTV3Map_Code_And_Term
G211.,Benign hypertensive heart disease,QOF
G2110,Benign hypertensive heart disease without CCF,CTV3Map_Code_And_Term
G2110,Benign hypertensive heart disease without CCF,QOF
G2111,Benign hypertensive heart disease with CCF,CTV3Map_Code_And_Term
G2111,Benign hypertensive heart disease with CCF,QOF
G211z,Benign hypertensive heart disease NOS,CTV3Map_Code_And_Term
G211z,Benign hypertensive heart disease NOS,QOF
G21z.,Hypertensive heart disease NOS,CTV3Map_Code_And_Term
G21z.,Hypertensive heart disease NOS,QOF
G21z0,"Hypertensiv:[cardiomeg][heart dis NOS, no congest card fail]",CTV3_Children
G21z0,"Hypertensiv:[cardiomeg][heart dis NOS, no congest card fail]",QOF
G21z1,Hypertensive heart disease NOS with CCF,CTV3Map_Code_And_Term
G21z1,Hypertensive heart disease NOS with CCF,QOF
G22..,Hypertensive renal disease (& [nephrosclerosis]),CTV3_Children
G220.,Malignant hypertensive renal disease,CTV3Map_Code_And_Term
G221.,Benign hypertensive renal disease,CTV3Map_Code_And_Term
G222.,Hypertensive renal disease with renal failure,CTV3Map_Code_And_Term
G22z.,(Renal hypertension) or (hypertensive renal disease NOS),CTV3_Children
G23..,Hypertensive heart and renal disease,CTV3Map_Code_And_Term
G23..,Hypertensive heart and renal disease,QOF
G230.,Malignant hypertensive heart and renal disease,CTV3Map_Code_And_Term
