CTV3ID,CTV3PreferredTermDesc,CTV3Source
14S2.,H/O: kidney recipient,CTV3Map_Code_And_Term
14S3.,H/O: heart recipient,CTV3Map_Code_And_Term
14S8.,H/O: liver recipient,CTV3Map_Code_And_Term
14S9.,H/O: lung recipient,CTV3Map_Code_And_Term
7450.,Lung transplant,CTV3Map_Code_And_Term
7450y,Other specified transplantation of lung,CTV3Map_Code_And_Term
7450z,Transplantation of lung NOS,CTV3Map_Code_And_Term
7800.,Liver transplant,CTV3Map_Code_And_Term
78000,Orthotopic liver transplant,CTV3Map_Code_And_Term
78001,Heterotopic liver transplant,CTV3Map_Code_And_Term
78002,Replacement of previous liver transplant,CTV3Map_Code_And_Term
7800y,Other specified transplantation of liver,CTV3Map_Code_And_Term
7800z,Transplantation of liver NOS,CTV3Map_Code_And_Term
7830.,Pancreatic transplant,CTV3Map_Code_And_Term
78300,Transplantation of pancreas and duodenum,CTV3_Children
78301,Whole organ pancreatic transplant,CTV3Map_Code_And_Term
78302,Transplantation of tail of pancreas,CTV3Map_Code_And_Term
78303,Islet cell transplant,CTV3Map_Code_And_Term
78304,Renewal of transplanted pancreatic tissue,CTV3_Children
7830y,Other specified transplantation of pancreas,CTV3_Children
7830z,Transplantation of pancreas NOS,CTV3Map_Code_And_Term
78312,Excision of transplanted pancreas,CTV3Map_Code_And_Term
78420,Spleen transplant,CTV3Map_Code_And_Term
7900.,Heart and lung transplant,CTV3Map_Code_And_Term
79000,Allotransplant of heart and lung,CTV3Map_Code_And_Term
79001,Revision of transplantation of heart and lung,CTV3_Children
7900y,Other specified transplantation of heart and lung,CTV3_Children
7900z,Transplantation of heart and lung NOS,CTV3Map_Code_And_Term
7901.,Other transplantation of heart,CTV3Map_Code_And_Term
79010,Allotransplantation of heart NEC,CTV3Map_Code_And_Term
79011,Xenotransplant of heart,CTV3Map_Code_And_Term
79013,Heterotopic allotransplant of heart,CTV3Map_Code_And_Term
79015,Revision of transplantation of heart NEC,CTV3Map_Code_And_Term
7901y,Other specified other transplantation of heart,CTV3Map_Code_And_Term
7901z,Other transplantation of heart NOS,CTV3Map_Code_And_Term
7B00.,Renal transplant,CTV3Map_Code_And_Term
7B000,Autotransplantation of kidney,CTV3Map_Code_And_Term
7B001,Live donor renal transplant,CTV3Map_Code_And_Term
7B002,Cadaveric renal transplant,CTV3Map_Code_And_Term
7B00y,Other specified transplantation of kidney,CTV3Map_Code_And_Term
7B00z,Transplantation of kidney NOS,CTV3Map_Code_And_Term
7B015,Transplant nephrectomy (& for rejection),CTV3_Children
8C31.,Transplant immunosuppression,CTV3Map_Code_And_Term
8HBB.,Transplant follow-up,CTV3Map_Code_And_Term
K0B5.,Renal tubulo-interstitial disorders in transplant rejection,CTV3Map_Code_And_Term
SP08.,Transplanted organ complication,CTV3Map_Code_And_Term
SP080,(Transpl organ fail) or (deterior ren func aft ren transpl),CTV3_Children
